iteration,external_heat_rate_W_per_m,outlet_mach,mean_wall_temperature_K
395,29743.52551333232,0.9026628085984136,616.242026035742
396,29723.57184772758,0.9026682049534767,616.1411517142261
397,29703.46545736083,0.9026741034080212,616.0348241469396
398,29684.33621204653,0.9026806311839,615.926706555656
399,29665.72183482784,0.9026879108662502,615.8165427882374
400,29647.56106894345,0.9026960739836968,615.7075307077902
401,29628.99280887765,0.9027052123711458,615.5983404781625
402,29610.69932651793,0.9027152605932289,615.4518718803083
403,29603.26661447266,0.9027265510565423,615.3499614120711
404,29582.40898924954,0.9027387217410069,615.2108796204592
405,29570.92713605145,0.9027518289607569,615.0830807367952
406,29555.80999217755,0.9027656662993484,614.9596988438508
407,29539.02020183947,0.9027799903179589,614.8400270684207
408,29521.83547703524,0.9027945658600949,614.7227159007407
409,29503.12504954408,0.9028091981042771,614.6061812181886
410,29484.81495895518,0.902823719484921,614.4891347141004
411,29465.99353103416,0.9028380013449735,614.3727273390066
412,29447.32272429803,0.9028519491117535,614.2572450806003
413,29427.78631070887,0.9028654963307617,614.1433238741213
414,29409.51476336356,0.9028784728989027,614.0551088018747
415,29383.61861077588,0.9028911881713296,613.934084979503
416,29366.17579048614,0.9029033671921367,613.8129545041312
417,29347.76249318264,0.9029150305515069,613.695083810899
418,29328.6186083258,0.9029262091844363,613.57826831133
419,29309.8944151764,0.9029369215055156,613.4640748569068
420,29290.59709714038,0.9029471954376029,613.3484483661476
421,29272.82164448498,0.9029570546794837,613.2314695522073
422,29254.19843243543,0.9029665512703291,613.1152685880656
423,29236.00829956072,0.902975732858342,612.9996004314952
424,29216.28521860719,0.9029846514063923,612.8838149518215
425,29196.69279031261,0.9029933457342986,612.7648398557948
426,29177.23655451118,0.9030018530882541,612.6473197653696
427,29156.69478444073,0.9030102036640312,612.5295635811767
428,29136.42192208464,0.9030184309315848,612.4109099556208
429,29116.66527276823,0.9030265577148867,612.2945765365915
430,29096.8398569715,0.9030346005713987,612.1782818845179
431,29077.05086749119,0.9030425659651851,612.0635149512724
432,29058.31243374241,0.903050464514687,611.9494115612458
433,29038.46061915229,0.9030582963996853,611.8328136777075
434,29019.44056816595,0.9030660631450781,611.7173318285525
435,28999.74344189526,0.9030737547562306,611.6034902748719
436,28979.4807585393,0.9030813605776717,611.488635372291
437,28959.66258421303,0.9030888642016194,611.3747418593874
438,28939.96625599491,0.9030962548981989,611.2614499634551
439,28920.73026639222,0.9031035165278541,611.1502495972704
440,28900.95855053434,0.9031106339617327,611.0409564387339
441,28882.40227366068,0.9031175946086305,610.9320327663681
442,28863.58558172142,0.9031243891568357,610.8257208063762
443,28845.56161306707,0.9031310116356575,610.7232761596571
444,28827.58546008272,0.9031374610148026,610.6234072896887
445,28810.70591510986,0.9031437387474537,610.5277161080118
446,28794.03685225378,0.9031498474310804,610.4341682114523
447,28778.87450911175,0.9031557965970168,610.3430334447966
448,28764.4228894738,0.9031615977491964,610.2570834878463
449,28750.53168275424,0.9031672606320734,610.1742054211783
450,28737.09334482757,0.9031728211902811,610.1135064772361
451,28718.59325767876,0.9031782538796918,610.0499522471048
452,28701.68315982006,0.9031835547715282,609.9622443322883
453,28694.22636023634,0.9031887691216843,609.8819345708589
454,28684.18198716544,0.9031938982133916,609.8065064631476
455,28674.66955642451,0.903198943303958,609.7372200466805
456,28664.71622103238,0.9032039059491282,609.6724671455171
457,28655.56237171806,0.9032088145847805,609.62638844171
458,28641.76253636247,0.9032135928621015,609.5633148012686
459,28635.24248918545,0.903218292814789,609.5064112692371
460,28628.80409193919,0.9032229061108614,609.4543386749849
461,28621.84435654809,0.9032274252732716,609.4053987891327
462,28614.82363902013,0.9032318424587024,609.3605419177494
463,28608.74896779882,0.9032361508943852,609.3192889544343
464,28603.13033046119,0.9032403462845516,609.2800236312389
465,28597.57373361473,0.9032444224507484,609.2438968216497
466,28592.73315585967,0.9032483756290574,609.2102614256795
467,28588.07442819683,0.9032522013890621,609.1792318232356
468,28584.17321497354,0.9032558975691044,609.1504650714079
469,28580.26711739084,0.903259462291602,609.1243927034516
470,28577.07494315759,0.9032628959163668,609.1001218908668
471,28573.64404232441,0.9032661992624208,609.0778948873024
472,28570.83692318753,0.9032693989069908,609.0625552224965
473,28566.61950268816,0.9032724574811314,609.0473192294284
474,28562.84974698759,0.9032753917991957,609.0324877232034
475,28559.96825536103,0.9032782122573548,609.0181589155578
476,28557.33265529922,0.903280925734494,609.004466904717
477,28555.18530942325,0.9032835368601065,608.9916786809414
478,28553.81676603305,0.9032860501882749,608.9798481834274
479,28552.74199628869,0.9032884700422565,608.9690259506947
480,28552.01683310886,0.9032908013134076,608.959189074531
481,28551.36861941263,0.9032930487420828,608.9502990358988
482,28550.82393673706,0.9032952171714111,608.9422750264958
483,28550.31154420513,0.9032973256816142,608.9347403017211
484,28549.95232603609,0.9032993365322881,608.9283240261489
485,28549.65100290221,0.9033012993401346,608.922336311794
486,28549.33920888698,0.9033031763902641,608.9172921585014
487,28549.08648845629,0.9033050118413409,608.9125953630808
488,28548.85338054199,0.9033067819814884,608.9084150775969
489,28548.65125649833,0.9033084826188106,608.9050191538506
490,28548.57125974107,0.9033101485774968,608.9018012083835
491,28548.31298555102,0.903311758678616,608.8989665541692
492,28548.24759800852,0.9033133089482214,608.8967013802433
493,28548.15923176882,0.9033148284315387,608.8945295789572
494,28548.05450997714,0.903316298891631,608.8925760623401
495,28547.9366346647,0.9033177163890415,608.8910784179169
496,28547.95434392129,0.903319104740736,608.8895809294775
497,28547.83701936503,0.9033204484985623,608.888250857054
498,28547.83304084147,0.9033217437133549,608.8872274659699
499,28547.77352996905,0.9033230022915752,608.88636380295
500,28547.79343943285,0.9033242277612217,608.885409350864
501,28547.72480691662,0.9033254038624914,608.8847248100484
502,28547.79117406074,0.9033265403594719,608.884110052612
503,28547.76029486043,0.9033276350289017,608.8835750797433
504,28547.82317088088,0.9033286869135387,608.8830877875087
505,28547.82671954964,0.9033296950454229,608.8826629389873
506,28547.90111838905,0.903330658887941,608.8822673880615
507,28547.89909475666,0.9033315780457567,608.8819327726825
508,28547.98493556687,0.903332452718711,608.8816354984114
509,28548.00968089431,0.9033332832851824,608.8813867156732
510,28548.08983571349,0.9033340705968554,608.8811514432932
511,28548.08263447851,0.9033348157767769,608.8809682532936
512,28548.17185671131,0.9033355206023627,608.8808087348975
513,28548.19356390218,0.9033361869548113,608.8806826912295
514,28548.26679299782,0.9033368170395321,608.8805546469905
515,28548.24957854092,0.9033374131519175,608.880464325934
516,28548.32785818574,0.9033379780116602,608.8803824979835
517,28548.33460015754,0.9033385141975814,608.8803211474461
518,28548.392966117,0.9033390243736563,608.8802464672764
519,28548.36096904189,0.9033395110374713,608.8801966357883
520,28548.41976281004,0.903339976879685,608.8801478075525
521,28548.41292774511,0.903340424231388,608.8801088605625
522,28548.45184953941,0.9033408552731227,608.8800457315483
523,28548.39727317606,0.9033412718761545,608.880004874098
524,28548.44547815622,0.903341675943802,608.8799524017196
525,28548.41224885451,0.9033420689238596,608.879909286333
526,28548.4417999721,0.9033424521350143,608.8798469166378
527,28548.38982430078,0.9033428265075156,608.8797968333329
528,28548.41742884565,0.9033431929922446,608.879737721183
529,28548.37997472948,0.9033435521463966,608.8796857480604
530,28548.39943100623,0.9033439044566269,608.8796113003447
531,28548.33487286013,0.9033442501485717,608.8795523368299
532,28548.36021117213,0.9033445896478529,608.8794919860325
533,28548.3308432497,0.9033449230911704,608.8794374038341
534,28548.3458630182,0.903345250587042,608.8793554396706
535,28548.26878154185,0.9033455721484421,608.8793009205652
536,28548.30906219707,0.9033458880149152,608.8792314161483
537,28548.25718804021,0.9033461982196322,608.8791786519763
538,28548.28513725899,0.9033465029829755,608.8791196812831
539,28548.2458327238,0.9033468023258578,608.8790744744351
540,28548.27101514561,0.9033470963736937,608.8790153415025
541,28548.21834748403,0.9033473850942825,608.8789754768445
542,28548.25014118208,0.903347668679311,608.8789345640193
543,28548.22146088261,0.903347947097154,608.8789068353036
544,28548.24922555446,0.9033482203635183,608.8788616204135
545,28548.19302317854,0.9033484883552371,608.8788394579899
546,28548.23282445411,0.9033487512177626,608.8788187769285
547,28548.2126509653,0.903349008854023,608.8788098909736
548,28548.24275375955,0.9033492611662209,608.8787802282294
549,28548.18407287996,0.9033495085028812,608.8788226377724
550,28548.23773238091,0.903349749873988,608.8788594672377
551,28548.21407257537,0.90334998527441,608.8789052684131
552,28548.25521776093,0.9033502146723255,608.8789266085805
553,28548.21648333547,0.9033504378516882,608.8789569528359
554,28548.25940332817,0.903350654706512,608.878974424533
555,28548.2383278935,0.9033508649372234,608.8789978509922
556,28548.27415186194,0.9033510682539843,608.8789970992104
