reference_point,reference_x_m,reference_y_m,raw_side,surface
457,0.0674829335822,0.0372989463702,upper,suction
458,0.0676022420806,0.0369268772796,upper,suction
459,0.0677214089331,0.0365547629257,upper,suction
460,0.067840430958,0.0361826023404,upper,suction
461,0.0679593053298,0.0358103946669,upper,suction
462,0.0680780308068,0.035438139542,upper,suction
463,0.0681966076396,0.0350658370682,upper,suction
464,0.0683150363433,0.0346934874303,upper,suction
465,0.0684333174329,0.034321090813,upper,suction
466,0.0685514514234,0.0339486474012,upper,suction
467,0.0686694388297,0.0335761573797,upper,suction
468,0.0687872801669,0.0332036209332,upper,suction
469,0.0689049759499,0.0328310382466,upper,suction
470,0.0690225266939,0.0324584095047,upper,suction
471,0.0691399329137,0.0320857348923,upper,suction
472,0.0692571951244,0.0317130145942,upper,suction
473,0.0693743138409,0.0313402487952,upper,suction
474,0.0694912895784,0.0309674376802,upper,suction
475,0.0696081228517,0.0305945814338,upper,suction
476,0.0697248141662,0.0302216802381,upper,suction
477,0.0698413626004,0.0298487338655,upper,suction
478,0.0699577629306,0.0294757408529,upper,suction
479,0.070074006696,0.0291026988078,upper,suction
480,0.0701900850848,0.0287296052366,upper,suction
481,0.0703059892849,0.0283564576461,upper,suction
482,0.0704217104845,0.0279832535428,upper,suction
483,0.0705372398716,0.0276099904333,upper,suction
484,0.0706525686345,0.0272366658243,upper,suction
485,0.0707676879611,0.0268632772222,upper,suction
486,0.0708825890396,0.0264898221338,upper,suction
487,0.070997263058,0.0261162980657,upper,suction
488,0.0711117012045,0.0257427025244,upper,suction
489,0.0712258946671,0.0253690330165,upper,suction
490,0.0713398346339,0.0249952870486,upper,suction
491,0.0714535122931,0.0246214621274,upper,suction
492,0.0715669189403,0.0242475557899,upper,suction
493,0.0716800495277,0.0238735666102,upper,suction
494,0.0717929068282,0.0234994953805,upper,suction
495,0.0719054981412,0.0231253441765,upper,suction
496,0.07201783102,0.022751115146,upper,suction
497,0.0721299130179,0.0223768104369,upper,suction
498,0.0722417516883,0.0220024321968,upper,suction
499,0.0723533545844,0.0216279825737,upper,suction
500,0.0724647292595,0.0212534637152,upper,suction
501,0.072575883267,0.0208788777693,upper,suction
502,0.0726868241601,0.0205042268836,upper,suction
503,0.0727975594922,0.0201295132061,upper,suction
504,0.0729080968165,0.0197547388845,upper,suction
505,0.0730184436864,0.0193799060666,upper,suction
506,0.0731286076552,0.0190050169001,upper,suction
507,0.0732385962762,0.018630073533,upper,suction
508,0.0733484161386,0.018255077858,upper,suction
509,0.07345805965,0.0178800280168,upper,suction
510,0.0735674964102,0.0175049161184,upper,suction
511,0.0736766862133,0.0171297316781,upper,suction
512,0.0737855886382,0.0167544641543,upper,suction
513,0.0738941632639,0.0163791030055,upper,suction
514,0.0740023696693,0.0160036376901,upper,suction
515,0.0741101674333,0.0156280576666,upper,suction
516,0.074217516135,0.0152523523933,upper,suction
517,0.0743243753531,0.0148765113287,upper,suction
518,0.0744307046668,0.0145005239312,upper,suction
519,0.0745364636548,0.0141243796592,upper,suction
520,0.0746416118962,0.0137480679713,upper,suction
521,0.0747461089699,0.0133715783257,upper,suction
522,0.0748499144549,0.0129949001809,upper,suction
523,0.07495298793,0.0126180229954,upper,suction
524,0.075055296424,0.0122409382156,upper,suction
525,0.0751568681402,0.0118636536128,upper,suction
526,0.075257808574,0.0114861975842,upper,suction
527,0.0753582468885,0.011108604843,upper,suction
528,0.0754583123478,0.0107309101292,upper,suction
529,0.0755581342157,0.0103531481829,upper,suction
530,0.0756578417562,0.00997535374404,upper,suction
531,0.0757575642332,0.00959756155265,upper,suction
532,0.0758574309106,0.00921980634877,upper,suction
533,0.0759575710524,0.00884212287243,upper,suction
534,0.0760581139224,0.00846454586364,upper,suction
535,0.0761591887847,0.00808711006243,upper,suction
536,0.076260924903,0.00770985020883,upper,suction
537,0.0763634515413,0.00733280104285,upper,suction
538,0.0764668979636,0.00695599730452,upper,suction
539,0.0765713934337,0.00657947373387,upper,suction
540,0.0766770145127,0.00620325109676,upper,suction
541,0.0767835737643,0.00582728016049,upper,suction
542,0.0768906195146,0.00545144162988,upper,suction
543,0.0769976471449,0.0050756021716,upper,suction
544,0.0771041520369,0.00469962845233,upper,suction
545,0.0772096295722,0.00432338713876,upper,suction
546,0.0773135751323,0.00394674489756,upper,suction
547,0.0774154840988,0.00356956839541,upper,suction
548,0.0775148518532,0.00319172429901,upper,suction
549,0.0776111737772,0.00281307927503,upper,suction
550,0.0777039452523,0.00243349999014,upper,suction
551,0.0777926616601,0.00205285311104,upper,suction
552,0.0778768183822,0.00167100530441,upper,suction
553,0.0779559108,0.00128782323692,lower,pressure
554,0.0780294342953,0.000903173575254,lower,pressure
555,0.0780968025977,0.000516922238127,lower,pressure
556,0.0781448146651,0.000128819668699,lower,pressure
557,0.0781310807666,-0.000259040616051,lower,pressure
558,0.0780267724207,-0.000633150813066,lower,pressure
559,0.0778395964898,-0.000973921498261,lower,pressure
560,0.0775813543349,-0.00126419181685,lower,pressure
561,0.0772635650665,-0.00148742064933,lower,pressure
562,0.0769030055005,-0.0016324692789,lower,pressure
563,0.076519227917,-0.00169407278161,lower,pressure
564,0.0761316287848,-0.00166769874951,lower,pressure
565,0.0757609278858,-0.00155235656796,lower,pressure
566,0.0754251501095,-0.00135591352478,lower,pressure
567,0.0751431748231,-0.00108915400512,lower,pressure
568,0.0749279048507,-0.000765753045659,lower,pressure
569,0.074755108618,-0.000413886007279,lower,pressure
570,0.0745940700987,-5.62638315687e-05,lower,pressure
571,0.0744391018809,0.000303357735316,lower,pressure
572,0.0742893597917,0.000664698158548,lower,pressure
573,0.0741439996586,0.0010274769033,lower,pressure
574,0.0740021773088,0.00139141343474,lower,pressure
575,0.0738630485697,0.00175622721805,lower,pressure
576,0.0737257692686,0.00212163771839,lower,pressure
577,0.0735894952327,0.00248736440094,lower,pressure
578,0.0734533822895,0.00285312673086,lower,pressure
579,0.0733165862662,0.00321864417334,lower,pressure
580,0.0731782791874,0.0035836415615,lower,pressure
581,0.0730379254327,0.00394794061789,lower,pressure
582,0.0728954968573,0.00431153124766,lower,pressure
