quantity,unit,coarse,medium,fine,medium_to_fine_change_percent,coarse_to_fine_change_percent,monotonic_sequence,r_fine_medium,r_medium_coarse,observed_order,richardson_extrapolated,gci_fine_medium_percent,asymptotic_ratio,gci_status
outlet_mach,-,0.899857855,0.900418553,0.9012944409738728,0.09718111352450093,0.15939141623024777,True,1.371923775384357,1.2737743889593447,0.50398326395547,0.9063641834509598,0.703119625314776,0.7277768414610274,screening
mean_wall_temperature_K,K,655.182765,655.401781,655.6192166102478,0.03316492328763404,0.06657089956947494,True,1.371923775384357,1.2737743889593447,0.9906142390683091,656.2103022208902,0.11269605810567017,1.0003317592605478,screening
external_heat_rate_W_per_m,W/m,35762.73,35789.614,35819.60242176458,0.08372069966460552,0.15877457570557194,True,1.371923775384357,1.2737743889593447,0.5690607711695108,35971.7109537429,0.5308145599555405,1.0008379084995038,screening
