case_id,Tu_in_percent,inlet_viscosity_ratio,Tu_2_to_5mm_percent,mut_over_mu_2_to_5mm,retheta_2_to_5mm,k_2_to_5mm_m2_s2,suction_max_dgamma_x_over_Cx,suction_max_dTw_x_over_Cx,suction_max_dtau_x_over_Cx,mean_external_wall_temperature_K,external_heat_transfer_rate_W_per_m,outlet_Mach
baseline_tu065_vr10,6.5,10,1.24732612165,7.8512417751,412.932813648,2.90901382274,0.653383547974,0.653383547974,0.655118484874,608.878997099,28548.2741519,0.903351068254
tu083_vr10,8.3,10,1.23703920075,7.52764263898,417.411643042,2.8590254816,0.655118484874,0.655118484874,0.656850231333,608.677654394,28513.3358261,0.903357517152
