cellnumber,    x-coordinate,    y-coordinate,        pressure,     temperature,          y-plus,       heat-flux,face-area-magnitude
201,0.0293793197879,0.126931522381,206443.421218,672.209706916,0.398190039301,-120789.640894,0.000392053894661
202,0.0290777193268,0.127182064131,207227.850822,672.394372207,0.399577614775,-120555.626047,0.000392150948849
203,0.0287719488366,0.127427617578,208042.402628,672.588253343,0.401080271875,-120278.216915,0.000392203371572
204,0.0284620215337,0.127667957946,208916.517845,672.790844074,0.402852272467,-120016.844813,0.000392219529335
205,0.028147950634,0.12790286046,209871.234995,673.001178499,0.404673101549,-119779.976829,0.000392208163274
206,0.0278297493538,0.128132100346,210898.348786,673.219316884,0.406381109876,-119526.872874,0.000392178396143
207,0.0275074309092,0.128355452827,211979.186305,673.445547384,0.408087981916,-119238.398191,0.000392139737668
208,0.0271810085165,0.128572693129,213121.892111,673.681219371,0.41002432288,-118938.246405,0.000392102087958
209,0.0268504953918,0.128783596476,214360.2239,673.927047794,0.412208340468,-118662.90457,0.000392075738642
210,0.0265159047512,0.128987938094,215716.635691,674.181380494,0.414387602151,-118405.435048,0.00039207137139
211,0.0261772498109,0.129185493207,217174.7729,674.4388211,0.416381913164,-118141.646401,0.000392100053457
212,0.0258345437871,0.12937603704,218708.282955,674.69676494,0.418385900081,-117870.571417,0.000392173229886
213,0.025487799896,0.129559344817,220332.211194,674.95693747,0.420746915703,-117642.723764,0.000392302712005
214,0.0251370313536,0.129735191765,222101.168457,675.221643586,0.42350245583,-117521.952118,0.00039250066186
215,0.0247822517924,0.129903353137,224056.117366,675.490924753,0.426282834144,-117497.709612,0.000392778842434
216,0.0244235108343,0.130063606889,226192.167762,675.7619759,0.428651733905,-117492.288363,0.000393086857816
217,0.0240609559742,0.130215738306,228467.92654,676.032759886,0.430418529046,-117472.398165,0.000393323574945
218,0.0236948032993,0.130359537817,230806.738741,676.300010923,0.431540959372,-117403.100158,0.000393484932006
219,0.0233252751897,0.130494796319,233115.741465,676.558748952,0.432352415022,-117221.946303,0.000393578558114
220,0.0229525940256,0.130621304713,235381.916864,676.810843464,0.433761506214,-116991.975857,0.000393612747549
221,0.0225769821873,0.130738853897,237724.205398,677.059375621,0.436215541893,-116876.990694,0.000393596472293
222,0.0221986620549,0.13084723477,240275.986335,677.305727823,0.438879452698,-116927.002251,0.00039353939419
223,0.0218178560086,0.13094623823,243014.486888,677.545234413,0.440556071392,-116995.967171,0.000393451876206
224,0.0214347864287,0.131035655178,245802.263031,677.772049782,0.441194056237,-116934.585795,0.000393344992231
225,0.0210496756954,0.131115276512,248554.260973,677.982919642,0.441574289495,-116758.164082,0.000393230534785
226,0.0206627461888,0.13118489313,251268.027748,678.178169061,0.442223592494,-116540.65096,0.000393121019925
227,0.0202742202892,0.131244295932,253981.852977,678.357747672,0.443293688664,-116336.376377,0.000393029688604
228,0.0198843203768,0.131293275817,256748.26529,678.523135889,0.444792117925,-116184.713974,0.000392970503662
229,0.0194932688317,0.131331623684,259622.476918,678.675848468,0.44668909762,-116131.140925,0.000392958141596
230,0.0191012880342,0.131359130431,262660.5579,678.816828124,0.448875302766,-116220.571303,0.000393007978216
231,0.0187086019778,0.131375591885,265901.558767,678.943024543,0.450779179738,-116365.236773,0.000393133114708
232,0.0183154616581,0.131380886333,269328.122822,679.050405257,0.451759153979,-116444.943941,0.00039329846964
233,0.0179221636631,0.131375031296,272872.422079,679.139605125,0.451904455185,-116533.619919,0.000393463107598
234,0.0175290253434,0.131358107703,276459.143399,679.209659028,0.451515217352,-116633.16526,0.000393619011939
235,0.0171363646088,0.13133019819,280048.61686,679.254449459,0.450752746989,-116712.439238,0.000393760022168
236,0.0167444993691,0.131291385393,283620.438021,679.277076185,0.449705062179,-116757.76904,0.000393880807084
237,0.0163537475341,0.131241751949,287162.829007,679.277550956,0.448422775476,-116764.418798,0.000393976860967
238,0.0159644270137,0.131181380492,290669.664706,679.255386839,0.446941489843,-116732.454081,0.000394044499798
239,0.0155768557177,0.131110353661,294138.002312,679.209221974,0.445261751816,-116664.706204,0.000394080857807
240,0.0151913515558,0.13102875409,297562.283805,679.137366326,0.443396583945,-116568.605498,0.000394083884631
241,0.014808232438,0.130936664416,300941.032944,679.041378212,0.441399097982,-116443.997441,0.00039405234328
242,0.0144278162741,0.130834167276,304277.111402,678.922551052,0.439295624982,-116293.371685,0.000393985809048
243,0.0140504209738,0.130721345305,307573.386054,678.781154293,0.437111781211,-116122.924476,0.000393884669475
244,0.0136763644471,0.130598281139,310836.468425,678.617576392,0.434925374581,-115946.765533,0.000393750125364
245,0.0133059646036,0.130465057416,314082.066553,678.429671372,0.432812523953,-115806.63883,0.000393584192855
246,0.0129395393533,0.13032175677,317330.542972,678.214456006,0.430670948598,-115723.319761,0.000393389706458
247,0.0125773932492,0.130168474139,320587.085748,677.969327243,0.428029228334,-115570.665586,0.00039318487443
248,0.0122197463527,0.130005382273,323830.795626,677.695406166,0.424743707329,-115315.863015,0.000393043994724
249,0.0118667240039,0.129832741153,327040.750462,677.395862932,0.421183705343,-115101.760144,0.000392977196512
250,0.0115184279409,0.129650832498,330206.233171,677.070802071,0.417333090058,-114895.754914,0.000392967929857
251,0.0111749598862,0.129459938042,333311.591751,676.718088664,0.413087128466,-114656.554974,0.000393000280551
252,0.0108364215625,0.129260339516,336339.041121,676.339189741,0.408521325779,-114379.362208,0.000393059007178
253,0.0105029146922,0.129052318654,339278.908629,675.936259773,0.403789176966,-114075.72391,0.000393129554153
254,0.010174540998,0.128836157188,342132.30423,675.511130755,0.398978460651,-113756.686367,0.000393198058404
