cellnumber,    x-coordinate,    y-coordinate,        pressure,     temperature,          y-plus,       heat-flux,face-area-magnitude
       340, 2.425285801E-02, 1.301338822E-01, 2.276533716E+05, 6.755856735E+02, 4.298932566E-01,-1.190210094E+05, 6.904844493E-04
       341, 2.361091785E-02, 1.303885430E-01, 2.315023589E+05, 6.760678861E+02, 4.314414777E-01,-1.178299514E+05, 6.910187944E-04
       342, 2.298877016E-02, 1.306075305E-01, 2.357869609E+05, 6.765235109E+02, 4.347873146E-01,-1.170345208E+05, 6.283692518E-04
       343, 2.235793136E-02, 1.308002174E-01, 2.403181345E+05, 6.770197382E+02, 4.373126349E-01,-1.190227602E+05, 6.911189607E-04
       344, 2.168950066E-02, 1.309746802E-01, 2.443935828E+05, 6.774187298E+02, 4.372949437E-01,-1.178719658E+05, 6.908563988E-04
       345, 2.104526013E-02, 1.311141253E-01, 2.485517656E+05, 6.777252651E+02, 4.376080660E-01,-1.152332382E+05, 6.277606018E-04
       346, 2.039567195E-02, 1.312241107E-01, 2.531212502E+05, 6.781182733E+02, 4.416126050E-01,-1.169356979E+05, 6.902224202E-04
       347, 1.971094497E-02, 1.313087940E-01, 2.578066204E+05, 6.784734442E+02, 4.467620876E-01,-1.175820276E+05, 6.900531149E-04
       348, 1.902297139E-02, 1.313604116E-01, 2.630088593E+05, 6.787308216E+02, 4.494905196E-01,-1.166541150E+05, 6.901745470E-04
       349, 1.833301038E-02, 1.313779801E-01, 2.688916921E+05, 6.789487793E+02, 4.526175282E-01,-1.168615830E+05, 6.906257367E-04
       350, 1.764255017E-02, 1.313612461E-01, 2.752577454E+05, 6.790929818E+02, 4.529593468E-01,-1.172486033E+05, 6.911244127E-04
       351, 1.695327833E-02, 1.313105673E-01, 2.814728705E+05, 6.791298153E+02, 4.487381893E-01,-1.161758772E+05, 6.915524950E-04
       352, 1.629793085E-02, 1.312316507E-01, 2.874721396E+05, 6.791128406E+02, 4.469193147E-01,-1.150445326E+05, 6.289654166E-04
       353, 1.564693078E-02, 1.311211437E-01, 2.936480312E+05, 6.791338697E+02, 4.462316707E-01,-1.179197665E+05, 6.920040584E-04
       354, 1.497091167E-02, 1.309742332E-01, 2.994218490E+05, 6.789955954E+02, 4.421968361E-01,-1.173895947E+05, 6.919920971E-04
       355, 1.433277689E-02, 1.308046430E-01, 3.047706463E+05, 6.787167506E+02, 4.350655982E-01,-1.137948949E+05, 6.289254318E-04
       356, 1.373327337E-02, 1.306155324E-01, 3.101485409E+05, 6.785035643E+02, 4.338546962E-01,-1.148282265E+05, 6.286205823E-04
       357, 1.311399415E-02, 1.303883940E-01, 3.157428529E+05, 6.782574789E+02, 4.337043595E-01,-1.178720380E+05, 6.909657650E-04
       358, 1.247741096E-02, 1.301209927E-01, 3.211683205E+05, 6.777833361E+02, 4.271721028E-01,-1.158722539E+05, 6.903714087E-04
       359, 1.188240759E-02, 1.298384070E-01, 3.265729769E+05, 6.772335475E+02, 4.206569781E-01,-1.131830813E+05, 6.273646761E-04
       360, 1.130130515E-02, 1.295284927E-01, 3.321239253E+05, 6.767449820E+02, 4.159803510E-01,-1.156911322E+05, 6.901015747E-04
       361, 1.070695370E-02, 1.291779578E-01, 3.375315767E+05, 6.760857932E+02, 4.082012875E-01,-1.153783014E+05, 6.902782202E-04
       362, 1.012824196E-02, 1.288017929E-01, 3.424738759E+05, 6.752872885E+02, 3.959760782E-01,-1.128671530E+05, 6.904898912E-04
       363, 9.590568021E-03, 1.284206957E-01, 3.470341046E+05, 6.744954678E+02, 3.885993781E-01,-1.114941505E+05, 6.278343381E-04
       364, 9.068851359E-03, 1.280179769E-01, 3.514680462E+05, 6.737204448E+02, 3.802434617E-01,-1.128219475E+05, 6.905419184E-04
       365, 8.538768627E-03, 1.275759041E-01, 3.557338247E+05, 6.728078508E+02, 3.723297856E-01,-1.124908550E+05, 6.901759181E-04
       366, 8.026479743E-03, 1.271141618E-01, 3.597262980E+05, 6.717991356E+02, 3.617746805E-01,-1.110197331E+05, 6.894136422E-04
       367, 7.532476448E-03, 1.266342700E-01, 3.635337445E+05, 6.707489260E+02, 3.521625880E-01,-1.101811106E+05, 6.882656852E-04
       368, 7.056701463E-03, 1.261376590E-01, 3.670961726E+05, 6.696495616E+02, 3.415974188E-01,-1.091884113E+05, 6.874161968E-04
       369, 6.598364096E-03, 1.256256849E-01, 3.704108303E+05, 6.685098521E+02, 3.310018377E-01,-1.082472711E+05, 6.870979735E-04
       370, 6.156426854E-03, 1.250996441E-01, 3.734790874E+05, 6.673418329E+02, 3.204773700E-01,-1.074302848E+05, 6.871540364E-04
       371, 5.729851313E-03, 1.245608255E-01, 3.763135035E+05, 6.661510560E+02, 3.097736453E-01,-1.065897989E+05, 6.874359228E-04
       372, 5.317598116E-03, 1.240105554E-01, 3.789018252E+05, 6.649470084E+02, 2.988665996E-01,-1.056837587E+05, 6.878071950E-04
       373, 4.918628838E-03, 1.234501377E-01, 3.812490730E+05, 6.637445061E+02, 2.880404397E-01,-1.046764307E+05, 6.881437405E-04
       374, 4.531904124E-03, 1.228808686E-01, 3.833734844E+05, 6.625565947E+02, 2.771384777E-01,-1.034703391E+05, 6.883337985E-04
       375, 4.156386014E-03, 1.223040596E-01, 3.852779601E+05, 6.614036270E+02, 2.661774216E-01,-1.020874636E+05, 6.882777933E-04
       376, 3.791088471E-03, 1.217209548E-01, 3.869721280E+05, 6.603163085E+02, 2.559301099E-01,-1.009237213E+05, 6.879235860E-04
       377, 3.435488325E-03, 1.211323515E-01, 3.884812867E+05, 6.593108038E+02, 2.468125556E-01,-1.000538042E+05, 6.874917733E-04
       378, 3.089661477E-03, 1.205384135E-01, 3.898440220E+05, 6.583842272E+02, 2.383158149E-01,-9.907056025E+04, 6.871122390E-04
       379, 2.753874287E-03, 1.199391484E-01, 3.910891975E+05, 6.575452663E+02, 2.303301364E-01,-9.808486021E+04, 6.867976131E-04
       380, 2.428394975E-03, 1.193345338E-01, 3.922410118E+05, 6.568079089E+02, 2.227733078E-01,-9.723275471E+04, 6.865601488E-04
       381, 2.113490831E-03, 1.187245697E-01, 3.933093293E+05, 6.561839995E+02, 2.154296093E-01,-9.645825542E+04, 6.864124068E-04
       382, 1.809429727E-03, 1.181092262E-01, 3.943005898E+05, 6.556822139E+02, 2.082336571E-01,-9.552343507E+04, 6.863672402E-04
       383, 1.516479533E-03, 1.174885109E-01, 3.952386550E+05, 6.553239662E+02, 2.006134404E-01,-9.463746198E+04, 6.864377769E-04
       384, 1.234907773E-03, 1.168624014E-01, 3.960690036E+05, 6.550944915E+02, 1.886674552E-01,-9.208858515E+04, 6.866373989E-04
       385, 1.000871533E-03, 1.163175032E-01, 3.966415512E+05, 6.551649916E+02, 1.886207530E-01,-9.391281746E+04, 4.994735274E-04
       386, 7.829963579E-04, 1.157661974E-01, 3.972892809E+05, 6.554933680E+02, 1.925212244E-01,-1.033868847E+05, 6.862748300E-04
       387, 5.581629812E-04, 1.151182130E-01, 3.981378763E+05, 6.556791099E+02, 1.958301266E-01,-1.075238204E+05, 6.860480953E-04
       388, 3.731703036E-04, 1.144576445E-01, 3.990960297E+05, 6.555962767E+02, 1.904479083E-01,-1.062345494E+05, 6.866399484E-04
       389, 2.292170539E-04, 1.137864664E-01, 4.000843803E+05, 6.554249928E+02, 1.810097894E-01,-1.059178210E+05, 6.868444428E-04
       390, 1.245993626E-04, 1.131080687E-01, 4.009844004E+05, 6.552527220E+02, 1.707309787E-01,-1.085864419E+05, 6.865458155E-04
       391, 5.980409696E-05, 1.124249920E-01, 4.017955015E+05, 6.549706474E+02, 1.589773286E-01,-1.107421182E+05, 6.863604434E-04
       392, 3.602352444E-05, 1.117392927E-01, 4.024935458E+05, 6.545102122E+02, 1.429277104E-01,-1.108669259E+05, 6.864840049E-04
       393, 5.280994446E-05, 1.110532209E-01, 4.030304455E+05, 6.539146305E+02, 1.253062991E-01,-1.107515081E+05, 6.866453439E-04
       394, 1.089037760E-04, 1.103691757E-01, 4.034488809E+05, 6.532041255E+02, 1.024708012E-01,-1.108853796E+05, 6.865901598E-04
       395, 2.043879067E-04, 1.096896231E-01, 4.036703605E+05, 6.523406670E+02, 7.782609557E-02,-1.096810784E+05, 6.864581670E-04
       396, 3.403279698E-04, 1.090170592E-01, 4.038030431E+05, 6.512300006E+02, 3.015494821E-02,-1.019013457E+05, 6.865084144E-04
       397, 5.166514311E-04, 1.083538607E-01, 4.038055334E+05, 6.503521619E+02, 3.785798861E-02,-1.047602546E+05, 6.865829424E-04
       398, 7.319680881E-04, 1.077022627E-01, 4.036334518E+05, 6.495490613E+02, 8.304692289E-02,-1.122507173E+05, 6.865063804E-04
       399, 9.847567417E-04, 1.070642993E-01, 4.034378054E+05, 6.484237650E+02, 1.004321789E-01,-1.114653702E+05, 6.865130995E-04
       400, 1.273712958E-03, 1.064418033E-01, 4.030881593E+05, 6.471497497E+02, 1.180523176E-01,-1.105858183E+05, 6.866270269E-04
       401, 1.598056406E-03, 1.058369875E-01, 4.027018397E+05, 6.457460723E+02, 1.288552535E-01,-1.093848989E+05, 6.865442081E-04
       402, 1.957659377E-03, 1.052526459E-01, 4.022556372E+05, 6.442386807E+02, 1.377303883E-01,-1.090914562E+05, 6.863351939E-04
       403, 2.351798350E-03, 1.046910584E-01, 4.018032825E+05, 6.425472494E+02, 1.429755223E-01,-1.066532783E+05, 6.864685195E-04
       404, 2.778220223E-03, 1.041531786E-01, 4.013530009E+05, 6.407030139E+02, 1.457251321E-01,-1.033094601E+05, 6.869014263E-04
       405, 3.234938486E-03, 1.036405638E-01, 4.009349584E+05, 6.388236118E+02, 1.476680562E-01,-1.027659721E+05, 6.867973092E-04
       406, 3.722257912E-03, 1.031576991E-01, 4.005878109E+05, 6.368323896E+02, 1.446588918E-01,-1.021140084E+05, 6.860185957E-04
       407, 4.239504691E-03, 1.027075127E-01, 4.004044820E+05, 6.345627984E+02, 1.321633977E-01,-9.697694457E+04, 6.860973640E-04
       408, 4.779013339E-03, 1.022832617E-01, 4.003638552E+05, 6.320851803E+02, 1.190098743E-01,-8.841966818E+04, 6.868058996E-04
       409, 5.329214502E-03, 1.018723547E-01, 4.003567679E+05, 6.297862536E+02, 1.132955588E-01,-8.421629391E+04, 6.866432931E-04
       410, 5.883374717E-03, 1.014671475E-01, 4.003308603E+05, 6.278131049E+02, 1.138126572E-01,-8.473455763E+04, 6.863678705E-04
       411, 6.439546589E-03, 1.010651067E-01, 4.002962168E+05, 6.260802043E+02, 1.146875446E-01,-8.598516100E+04, 6.861729683E-04
       412, 6.996535696E-03, 1.006644815E-01, 4.002605374E+05, 6.245539403E+02, 1.153914750E-01,-8.713901026E+04, 6.860337845E-04
       413, 7.553146221E-03, 1.002635211E-01, 4.002244226E+05, 6.232244227E+02, 1.161557997E-01,-8.803999020E+04, 6.859450593E-04
       414, 8.108182810E-03, 9.986048937E-02, 4.001832066E+05, 6.220867255E+02, 1.173108006E-01,-8.866711780E+04, 6.859210996E-04
       415, 8.660514839E-03, 9.945373237E-02, 4.001302533E+05, 6.211421287E+02, 1.192566699E-01,-8.938228598E+04, 6.859850084E-04
       416, 9.209539741E-03, 9.904238582E-02, 4.000613864E+05, 6.203703987E+02, 1.217241338E-01,-9.022741938E+04, 6.860879443E-04
       417, 9.755324572E-03, 9.862657636E-02, 3.999792425E+05, 6.197362748E+02, 1.239938699E-01,-9.089705276E+04, 6.861882176E-04
       418, 1.029814966E-02, 9.820675105E-02, 3.998888418E+05, 6.192012510E+02, 1.258680279E-01,-9.123520492E+04, 6.862736469E-04
       419, 1.083828975E-02, 9.778336436E-02, 3.997930032E+05, 6.187389370E+02, 1.274274612E-01,-9.143595307E+04, 6.863334222E-04
       420, 1.137602422E-02, 9.735685587E-02, 3.996944083E+05, 6.183352494E+02, 1.287737743E-01,-9.152269047E+04, 6.863579417E-04
       421, 1.191163063E-02, 9.692768008E-02, 3.995952686E+05, 6.179760726E+02, 1.298019151E-01,-9.155908966E+04, 6.863389367E-04
       422, 1.244532876E-02, 9.649617970E-02, 3.994984303E+05, 6.176446260E+02, 1.305412491E-01,-9.144301329E+04, 6.862877315E-04
       423, 1.297716517E-02, 9.606246650E-02, 3.994043627E+05, 6.173378003E+02, 1.312565952E-01,-9.142230957E+04, 6.862392897E-04
       424, 1.350705791E-02, 9.562645108E-02, 3.993114437E+05, 6.170434302E+02, 1.317924951E-01,-9.118744356E+04, 6.861997439E-04
       425, 1.403491199E-02, 9.518802911E-02, 3.992193203E+05, 6.167799782E+02, 1.327704266E-01,-9.150342075E+04, 6.861710669E-04
       426, 1.456063055E-02, 9.474707395E-02, 3.991256830E+05, 6.165193683E+02, 1.334937404E-01,-9.131141450E+04, 6.861553249E-04
       427, 1.508411672E-02, 9.430348873E-02, 3.990311503E+05, 6.162888069E+02, 1.344507632E-01,-9.166824316E+04, 6.861546765E-04
       428, 1.560527924E-02, 9.385716915E-02, 3.989363742E+05, 6.160691719E+02, 1.354438483E-01,-9.181745060E+04, 6.861702369E-04
       429, 1.612405293E-02, 9.340804070E-02, 3.988379460E+05, 6.158658729E+02, 1.364440704E-01,-9.196213642E+04, 6.861904412E-04
       430, 1.664042100E-02, 9.295611829E-02, 3.987375870E+05, 6.156736982E+02, 1.374557308E-01,-9.183866092E+04, 6.862066628E-04
       431, 1.715438254E-02, 9.250145406E-02, 3.986308054E+05, 6.155012552E+02, 1.380808470E-01,-9.159851952E+04, 6.862183058E-04
       432, 1.766593754E-02, 9.204405546E-02, 3.985301356E+05, 6.153842532E+02, 1.393389946E-01,-9.237642300E+04, 6.862249224E-04
       433, 1.817508973E-02, 9.158398956E-02, 3.984239950E+05, 6.152809105E+02, 1.408436603E-01,-9.293923108E+04, 6.862260708E-04
       434, 1.868183538E-02, 9.112126380E-02, 3.983135976E+05, 6.151751683E+02, 1.421018029E-01,-9.302904225E+04, 6.862213170E-04
       435, 1.918618008E-02, 9.065594524E-02, 3.981963416E+05, 6.150715392E+02, 1.430269684E-01,-9.287604616E+04, 6.862126001E-04
       436, 1.968813874E-02, 9.018805623E-02, 3.980814131E+05, 6.149840491E+02, 1.439575427E-01,-9.299274175E+04, 6.862064184E-04
       437, 2.018772811E-02, 8.971764892E-02, 3.979633623E+05, 6.149101064E+02, 1.452396217E-01,-9.341122046E+04, 6.862033389E-04
       438, 2.068497799E-02, 8.924476802E-02, 3.978428673E+05, 6.148348667E+02, 1.465145200E-01,-9.382530069E+04, 6.862026113E-04
       439, 2.117990889E-02, 8.876945823E-02, 3.977198529E+05, 6.147481364E+02, 1.477278243E-01,-9.417302337E+04, 6.862034975E-04
       440, 2.167254500E-02, 8.829177916E-02, 3.975948508E+05, 6.146452025E+02, 1.488893917E-01,-9.451685705E+04, 6.862052708E-04
       441, 2.216291055E-02, 8.781176060E-02, 3.974682958E+05, 6.145224130E+02, 1.500332472E-01,-9.489065634E+04, 6.862071843E-04
       442, 2.265101299E-02, 8.732943237E-02, 3.973400828E+05, 6.143791222E+02, 1.511663498E-01,-9.529900885E+04, 6.862080897E-04
       443, 2.313683368E-02, 8.684481680E-02, 3.972101859E+05, 6.142154545E+02, 1.523571403E-01,-9.575702598E+04, 6.862075934E-04
       444, 2.362034284E-02, 8.635789156E-02, 3.970769246E+05, 6.140314074E+02, 1.536066906E-01,-9.625659314E+04, 6.862060772E-04
       445, 2.410150692E-02, 8.586864918E-02, 3.969407979E+05, 6.138331118E+02, 1.548788815E-01,-9.678607699E+04, 6.862039502E-04
       446, 2.458029799E-02, 8.537708968E-02, 3.968011258E+05, 6.136324829E+02, 1.562219834E-01,-9.733253349E+04, 6.862016265E-04
       447, 2.505667880E-02, 8.488319814E-02, 3.966570446E+05, 6.134362713E+02, 1.576116494E-01,-9.787510524E+04, 6.861995248E-04
       448, 2.553062513E-02, 8.438697457E-02, 3.965087034E+05, 6.132507906E+02, 1.590336816E-01,-9.841566568E+04, 6.861983068E-04
       449, 2.600213699E-02, 8.388843387E-02, 3.963561010E+05, 6.130844798E+02, 1.604640542E-01,-9.894077933E+04, 6.861989881E-04
       450, 2.647124231E-02, 8.338762075E-02, 3.961998836E+05, 6.129485494E+02, 1.618922653E-01,-9.942366668E+04, 6.862010651E-04
       451, 2.693797648E-02, 8.288460225E-02, 3.960397300E+05, 6.128514682E+02, 1.633195758E-01,-9.985726440E+04, 6.862036616E-04
       452, 2.740237117E-02, 8.237941563E-02, 3.958760578E+05, 6.127981786E+02, 1.647465589E-01,-1.002375869E+05, 6.862059189E-04
       453, 2.786446363E-02, 8.187212050E-02, 3.957084957E+05, 6.127898664E+02, 1.661642148E-01,-1.005783895E+05, 6.862069957E-04
       454, 2.832428925E-02, 8.136277646E-02, 3.955375784E+05, 6.128241513E+02, 1.676355707E-01,-1.009105909E+05, 6.862060994E-04
       455, 2.878187038E-02, 8.085141331E-02, 3.953610875E+05, 6.128935257E+02, 1.691732273E-01,-1.012235301E+05, 6.862038271E-04
       456, 2.923721448E-02, 8.033805341E-02, 3.951796418E+05, 6.129905708E+02, 1.706762656E-01,-1.015107103E+05, 6.862017177E-04
       457, 2.969031222E-02, 7.982271910E-02, 3.949944072E+05, 6.131047397E+02, 1.721694681E-01,-1.018066177E+05, 6.861998998E-04
       458, 3.014115058E-02, 7.930540293E-02, 3.948047710E+05, 6.132208931E+02, 1.736951416E-01,-1.021438106E+05, 6.861983851E-04
       459, 3.058972582E-02, 7.878612727E-02, 3.946105131E+05, 6.133220465E+02, 1.752510337E-01,-1.025372689E+05, 6.861971863E-04
       460, 3.103602678E-02, 7.826489955E-02, 3.944113725E+05, 6.133932321E+02, 1.768144822E-01,-1.030021548E+05, 6.861963166E-04
       461, 3.148004785E-02, 7.774172723E-02, 3.942077801E+05, 6.134224178E+02, 1.784318185E-01,-1.035601098E+05, 6.861958635E-04
       462, 3.192178160E-02, 7.721663266E-02, 3.939980733E+05, 6.134026589E+02, 1.800957518E-01,-1.042161775E+05, 6.861962249E-04
       463, 3.236125410E-02, 7.668962330E-02, 3.937830916E+05, 6.133336477E+02, 1.818446238E-01,-1.049729981E+05, 6.861972483E-04
       464, 3.279846907E-02, 7.616075873E-02, 3.935600309E+05, 6.132178604E+02, 1.836762281E-01,-1.058026237E+05, 6.861985303E-04
       465, 3.323345259E-02, 7.563003898E-02, 3.933304041E+05, 6.130623079E+02, 1.854974973E-01,-1.066737109E+05, 6.861996714E-04
       466, 3.366621584E-02, 7.509750873E-02, 3.930947114E+05, 6.128762595E+02, 1.873244278E-01,-1.075749490E+05, 6.862002774E-04
       467, 3.409677371E-02, 7.456320524E-02, 3.928534162E+05, 6.126794847E+02, 1.891738333E-01,-1.085102473E+05, 6.861999632E-04
       468, 3.452514485E-02, 7.402714342E-02, 3.926065902E+05, 6.124966391E+02, 1.910176122E-01,-1.093532043E+05, 6.861989063E-04
       469, 3.495133668E-02, 7.348933816E-02, 3.923519251E+05, 6.123600700E+02, 1.928696932E-01,-1.100230458E+05, 6.861979349E-04
       470, 3.537534922E-02, 7.294981927E-02, 3.920901877E+05, 6.123111749E+02, 1.947102091E-01,-1.106079809E+05, 6.861970219E-04
       471, 3.579718620E-02, 7.240860164E-02, 3.918245755E+05, 6.123831131E+02, 1.965630949E-01,-1.110013709E+05, 6.861960221E-04
       472, 3.621685132E-02, 7.186570019E-02, 3.915482181E+05, 6.125994989E+02, 1.985494456E-01,-1.111947562E+05, 6.861947915E-04
       473, 3.663434461E-02, 7.132112980E-02, 3.912623683E+05, 6.129662010E+02, 2.005018496E-01,-1.111659081E+05, 6.861931874E-04
