3d=false
polyline=false
fit=false
0,1.097000000,116.548000000
0,3.894000000,121.890000000
0,7.658000000,126.764000000
0,12.723000000,130.233000000
0,18.743000000,131.376000000
0,24.707000000,129.939000000
0,29.835000000,126.538000000
0,33.985000000,121.976000000
0,37.376000000,116.817000000
0,40.272000000,111.364000000
0,42.885000000,105.766000000
0,45.326000000,100.094000000
0,47.648000000,94.369000000
0,49.870000000,88.605000000
0,52.019000000,82.814000000
0,54.110000000,77.003000000
0,56.157000000,71.176000000
0,58.171000000,65.336000000
0,60.160000000,59.487000000
0,62.126000000,53.632000000
0,64.074000000,47.767000000
0,65.997000000,41.897000000
0,67.894000000,36.015000000
0,69.756000000,30.122000000
0,71.575000000,24.221000000
0,73.335000000,18.301000000
0,75.024000000,12.357000000
0,76.624000000,6.391000000
0,78.115000000,0.411500000
0,78.161000000,-0.053000000
0,78.082000000,-0.516000000
0,77.879000000,-0.935000000
0,77.572000000,-1.288000000
0,77.180000000,-1.542000000
0,76.736000000,-1.681000000
0,76.269000000,-1.699000000
0,75.816000000,-1.588000000
0,75.408000000,-1.356000000
0,75.077000000,-1.026000000
0,74.849000000,-0.617000000
0,73.188000000,3.559000000
0,71.483000000,7.737000000
0,69.736000000,11.895000000
0,67.950000000,16.035000000
0,66.116000000,20.155000000
0,64.237000000,24.254000000
0,62.309000000,28.329000000
0,60.328000000,32.380000000
0,58.296000000,36.406000000
0,56.203000000,40.401000000
0,54.051000000,44.364000000
0,51.837000000,48.290000000
0,49.548000000,52.177000000
0,47.191000000,56.020000000
0,44.760000000,59.817000000
0,42.248000000,63.564000000
0,39.654000000,67.249000000
0,36.975000000,70.874000000
0,34.204000000,74.430000000
0,31.339000000,77.909000000
0,28.374000000,81.308000000
0,25.314000000,84.615000000
0,22.149000000,87.826000000
0,18.885000000,90.935000000
0,15.519000000,93.932000000
0,12.052000000,96.815000000
0,8.494000000,99.578000000
0,4.999000000,102.116000000
0,3.848000000,103.035000000
0,2.822000000,104.094000000
0,1.938000000,105.273000000
0,1.212000000,106.556000000
0,0.650000000,107.920000000
0,0.264000000,109.342000000
0,0.064000000,110.802000000
0,0.046000000,112.278000000
0,0.216000000,113.741000000
0,0.569000000,115.171000000
0,1.097000000,116.548000000
